Average AUC,Average AUC Features,DT AUC,DT AUC Features,RFW AUC,RFW AUC Features,NAIVE BAYES AUC,NAIVE BAYES Features,KNN AUC,KNN Features,LOGISTIC REGRESSION AUC,LOGISTIC REGRESSION Features
0.857142857142857,"['negCharge/Volume', 'Complexity', 'nof_HBA', 'molArea', 'molLogS', 'molLogP', 'molVolume\n']",0.9285714285714286,"['Complexity', 'molCharge_total', 'nof_HBD', 'nof_Chirals', 'molLogS', 'molLogP', 'molVolume\n']",1.0,"['nof_negCharge', 'nof_posCharge', 'nof_Rings', 'molCharge_total', 'nof_HBD', 'nof_HBA', 'molArea\n']",0.8928571428571429,"['C_R0', 'nof_negCharge', 'nof_Rings', 'molCharge_total', 'nof_HBA', 'molPSA', 'molVolume\n']",0.8928571428571429,"['nof_negCharge', 'nof_posCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'PSA/Area', 'molLogS\n']",0.8928571428571429,"['molCharge_total', 'nof_HBA', 'PSA/Area', 'molArea', 'molLogS', 'molVolume', 'molWeight\n']"
0.85,"['posCharge/Volume', 'Complexity', 'nof_HBA', 'molArea', 'molLogS', 'molLogP', 'molVolume\n']",0.9285714285714286,"['Complexity', 'molCharge_total', 'nof_HBD', 'nof_HBA', 'nof_Chirals', 'molLogP', 'molVolume\n']",1.0,"['C_R2', 'nof_negCharge', 'nof_Rings', 'molCharge_total', 'nof_HBD', 'nof_HBA', 'molArea\n']",0.8928571428571429,"['C_R0', 'a_heavy', 'nof_negCharge', 'Complexity', 'nof_HBA', 'nof_Chirals', 'molWeight\n']",0.8928571428571429,"['C_R2', 'nof_negCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'PSA/Area', 'molLogS\n']",0.8928571428571429,"['molCharge_total', 'nof_HBA', 'PSA/Area', 'molArea', 'molLogS', 'molLogP', 'molVolume\n']"
0.8499999999999999,"['nof_negCharge', 'Complexity', 'nof_HBA', 'PSA/Area', 'molArea', 'molLogP', 'molVolume\n']",0.9285714285714286,"['nof_posCharge', 'Complexity', 'molCharge_total', 'nof_HBA', 'molLogS', 'molLogP', 'molVolume\n']",0.9642857142857143,"['nof_negCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'PSA/Area', 'molArea', 'molLogS\n']",0.8928571428571429,"['posCharge/Volume', 'nof_HBD', 'nof_HBA', 'PSA/Area', 'molLogS', 'molVolume', 'molWeight\n']",0.8928571428571429,"['C_R2', 'nof_negCharge', 'nof_posCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'molLogS\n']",0.8928571428571429,"['nof_negCharge', 'nof_HBA', 'PSA/Area', 'molArea', 'molLogS', 'molVolume', 'molWeight\n']"
0.8499999999999999,"['C_R1', 'Complexity', 'nof_HBA', 'molArea', 'molLogS', 'molLogP', 'molVolume\n']",0.9285714285714286,"['C_R1', 'Complexity', 'molCharge_total', 'nof_HBD', 'molLogS', 'molLogP', 'molVolume\n']",0.9642857142857143,"['nof_negCharge', 'nof_Rings', 'molCharge_total', 'nof_HBA', 'molLogS', 'molVolume', 'molWeight\n']",0.8928571428571429,"['posCharge/Volume', 'molCharge_total', 'nof_HBD', 'PSA/Area', 'molLogS', 'molLogP', 'molVolume\n']",0.8928571428571429,"['posCharge/Volume', 'nof_negCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'PSA/Area', 'molLogS\n']",0.8928571428571429,"['nof_negCharge', 'nof_HBA', 'PSA/Area', 'molArea', 'molLogS', 'molLogP', 'molVolume\n']"
0.8499999999999999,"['C_R1', 'nof_negCharge', 'Complexity', 'nof_HBA', 'molArea', 'molLogP', 'molVolume\n']",0.9285714285714286,"['C_R0', 'C_R2', 'nof_posCharge', 'nof_HBD', 'nof_HBA', 'nof_Chirals', 'molLogP\n']",0.9642857142857143,"['nof_negCharge', 'nof_Rings', 'molCharge_total', 'nof_HBA', 'PSA/Area', 'molPSA', 'molLogS\n']",0.8928571428571429,"['posCharge/Volume', 'molCharge_total', 'nof_HBD', 'PSA/Area', 'molArea', 'molLogS', 'molLogP\n']",0.8928571428571429,"['posCharge/Volume', 'nof_negCharge', 'nof_posCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'molLogS\n']",0.8928571428571429,"['nof_negCharge', 'nof_HBA', 'PSA/Area', 'molArea', 'molPSA', 'molLogS', 'molVolume\n']"
0.8499999999999999,"['negCharge/Volume', 'Complexity', 'molCharge_total', 'nof_HBA', 'molArea', 'molLogS', 'molVolume\n']",0.9285714285714286,"['C_R0', 'C_R2', 'nof_negCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'molLogP\n']",0.9642857142857143,"['nof_negCharge', 'nof_posCharge', 'molCharge_total', 'nof_HBA', 'PSA/Area', 'molPSA', 'molLogS\n']",0.8928571428571429,"['posCharge/Volume', 'Complexity', 'nof_HBD', 'molPSA', 'molLogS', 'molLogP', 'molWeight\n']",0.8928571428571429,"['posCharge/Volume', 'C_R2', 'nof_negCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'molLogS\n']",0.8928571428571429,"['nof_negCharge', 'Complexity', 'PSA/Area', 'molLogS', 'molLogP', 'molVolume', 'molWeight\n']"
0.8428571428571429,"['Complexity', 'molCharge_total', 'nof_HBA', 'molLogS', 'molLogP', 'molVolume', 'molWeight\n']",0.9285714285714286,"['negCharge/Volume', 'C_R1', 'Complexity', 'molCharge_total', 'nof_HBD', 'PSA/Area', 'molVolume\n']",0.9642857142857143,"['nof_negCharge', 'nof_posCharge', 'nof_Rings', 'molCharge_total', 'nof_HBA', 'nof_Atoms', 'molArea\n']",0.8928571428571429,"['posCharge/Volume', 'Complexity', 'nof_HBD', 'nof_HBA', 'molLogS', 'molLogP', 'molWeight\n']",0.8928571428571429,"['negCharge/Volume', 'nof_negCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'PSA/Area', 'molLogS\n']",0.8928571428571429,"['C_R1', 'nof_HBA', 'PSA/Area', 'molArea', 'molLogS', 'molVolume', 'molWeight\n']"
0.8428571428571427,"['Complexity', 'molCharge_total', 'nof_HBA', 'molArea', 'molLogS', 'molLogP', 'molVolume\n']",0.9285714285714286,"['negCharge/Volume', 'C_R1', 'Complexity', 'molCharge_total', 'nof_HBD', 'nof_HBA', 'molVolume\n']",0.9642857142857143,"['a_heavy', 'nof_negCharge', 'nof_Rings', 'nof_HBA', 'nof_Atoms', 'molArea', 'molLogS\n']",0.8928571428571429,"['posCharge/Volume', 'Complexity', 'nof_HBD', 'nof_HBA', 'PSA/Area', 'molVolume', 'molWeight\n']",0.8928571428571429,"['negCharge/Volume', 'nof_negCharge', 'nof_posCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'molLogS\n']",0.8928571428571429,"['C_R1', 'nof_HBA', 'PSA/Area', 'molArea', 'molLogS', 'molLogP', 'molVolume\n']"
0.8428571428571427,"['nof_negCharge', 'Complexity', 'molCharge_total', 'nof_HBA', 'molArea', 'molLogP', 'molVolume\n']",0.9285714285714286,"['negCharge/Volume', 'C_R1', 'C_R2', 'Complexity', 'molCharge_total', 'nof_HBD', 'molVolume\n']",0.9642857142857143,"['a_heavy', 'nof_negCharge', 'nof_Rings', 'molCharge_total', 'nof_HBD', 'nof_HBA', 'molLogP\n']",0.8928571428571429,"['posCharge/Volume', 'Complexity', 'nof_HBD', 'nof_HBA', 'PSA/Area', 'molArea', 'molWeight\n']",0.8928571428571429,"['negCharge/Volume', 'C_R2', 'nof_negCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'molLogS\n']",0.8928571428571429,"['C_R1', 'nof_HBA', 'PSA/Area', 'molArea', 'molPSA', 'molLogS', 'molVolume\n']"
0.8428571428571427,"['C_R1', 'Complexity', 'nof_HBA', 'PSA/Area', 'molArea', 'molLogS', 'molVolume\n']",0.9285714285714286,"['negCharge/Volume', 'C_R0', 'Complexity', 'molCharge_total', 'nof_HBD', 'nof_Chirals', 'molVolume\n']",0.9642857142857143,"['a_heavy', 'nof_negCharge', 'Complexity', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'molLogS\n']",0.8928571428571429,"['posCharge/Volume', 'Complexity', 'molCharge_total', 'nof_HBD', 'nof_HBA', 'molLogP', 'molWeight\n']",0.8928571428571429,"['negCharge/Volume', 'posCharge/Volume', 'nof_negCharge', 'molCharge_total', 'nof_HBA', 'nof_Chirals', 'molLogS\n']",0.8928571428571429,"['C_R1', 'molCharge_total', 'nof_HBA', 'molArea', 'molLogS', 'molVolume', 'molWeight\n']"
